Nikki Cal 12
Date:,2010/06/18
Time:,14:32:10
Type:,setup
Description:,"standing"
Notes:,""

FORCE PLATES
960.000000,Hz
,Corner 1,,,Corner 2,,,Corner 3,,,Corner 4
Plate#,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1,0.000000,900.000000,0.000000,600.000000,900.000000,0.000000,600.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2,599.998779,-1382.600708,0.000000,-0.001038,-1382.599121,0.000000,0.001129,-482.599243,0.000000,600.000977,-482.600830,0.000000

,Force Plate 1,,,,,,,,,,,,Force Plate 2
Sample #,COP:X,COP:Y,COP:Z,Ref:X,Ref:Y,Ref:Z,Force:X,Force:Y,Force:Z,Moment:X,Moment:Y,Moment:Z,COP:X,COP:Y,COP:Z,Ref:X,Ref:Y,Ref:Z,Force:X,Force:Y,Force:Z,Moment:X,Moment:Y,Moment:Z
Units:,mm,mm,mm,mm,mm,mm,N,N,N,Nmm,Nmm,Nmm,mm,mm,mm,mm,mm,mm,N,N,N,Nmm,Nmm,Nmm
61,,,,300.000000,450.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,302.138701,-1087.234943,0.000000,299.999962,-932.599976,0.000000,2.417548,-0.106522,491.981018,-76077.468906,-1052.219241,-381.256175
62,,,,300.000000,450.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,302.857608,-1088.012100,0.000000,299.999962,-932.599976,0.000000,3.032936,-0.043747,491.276611,-76350.341790,-1403.894615,-326.618394
63,,,,300.000000,450.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,302.693634,-1087.426622,0.000000,299.999962,-932.599976,0.000000,2.414859,0.270855,492.068390,-76185.298395,-1325.470906,-322.904704
64,,,,300.000000,450.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,301.862246,-1088.759501,0.000000,299.999962,-932.599976,0.000000,2.208077,0.712198,489.182343,-76390.482558,-910.996477,-503.767550
65,,,,300.000000,450.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,301.824977,-1087.568172,0.000000,299.999962,-932.599976,0.000000,2.008256,0.765063,491.972351,-76240.067954,-897.856953,-489.892943
66,,,,300.000000,450.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,302.158480,-1086.587944,0.000000,299.999962,-932.599976,0.000000,2.840651,0.381581,492.056030,-75770.708239,-1062.111982,-454.035792
67,,,,300.000000,450.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,302.179065,-1088.343096,0.000000,299.999962,-932.599976,0.000000,2.399375,0.154360,489.539246,-76242.369916,-1066.756624,-420.081081
68,,,,300.000000,450.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,301.992900,-1088.301020,0.000000,299.999962,-932.599976,0.000000,3.364114,-0.136868,490.304840,-76340.975911,-977.146978,-365.395587
69,,,,300.000000,450.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,302.250159,-1087.019262,0.000000,299.999962,-932.599976,0.000000,2.483738,0.299747,493.889038,-76265.992744,-1111.347603,-362.432660
70,,,,300.000000,450.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,301.666338,-1087.047407,0.000000,299.999962,-932.599976,0.000000,2.106653,0.225405,491.718567,-75944.669857,-819.388114,-372.311406
71,,,,300.000000,450.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,301.926186,-1087.337096,0.000000,299.999962,-932.599976,0.000000,2.638931,0.206014,492.491425,-76206.705024,-948.648731,-391.276579
72,,,,300.000000,450.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,302.412806,-1087.434301,0.000000,299.999962,-932.599976,0.000000,2.700260,0.198913,491.017822,-76026.413432,-1184.749404,-332.112356
73,,,,300.000000,450.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,301.911235,-1087.465218,0.000000,299.999962,-932.599976,0.000000,2.151002,0.311119,490.674194,-75988.377912,-937.812441,-367.156387
74,,,,300.000000,450.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,301.697635,-1086.398659,0.000000,299.999962,-932.599976,0.000000,2.484518,-0.567001,493.983887,-75974.071492,-838.623130,-410.563172
75,,,,300.000000,450.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,301.979968,-1086.551415,0.000000,299.999962,-932.599976,0.000000,2.515159,0.241984,491.803986,-75713.931261,-973.775021,-254.659563
76,,,,300.000000,450.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,301.583088,-1087.406101,0.000000,299.999962,-932.599976,0.000000,2.346833,-0.068607,490.585327,-75945.613607,-776.658354,-352.130350
77,,,,300.000000,450.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,301.534963,-1088.121666,0.000000,299.999962,-932.599976,0.000000,2.151648,0.019072,489.454041,-76120.719852,-751.312584,-381.578229
78,,,,300.000000,450.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,302.646402,-1088.259050,0.000000,299.999962,-932.599976,0.000000,2.608937,-0.249881,489.633514,-76215.899816,-1295.785813,-277.997847
79,,,,300.000000,450.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,301.295687,-1086.650969,0.000000,299.999962,-932.599976,0.000000,2.423498,-0.130898,491.105408,-75655.276099,-636.337437,-507.919246
80,,,,300.000000,450.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,302.274773,-1087.263199,0.000000,299.999962,-932.599976,0.000000,2.550581,-0.663744,491.465057,-76011.569947,-1117.990318,-395.028136
81,,,,300.000000,450.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,302.432186,-1086.880749,0.000000,299.999962,-932.599976,0.000000,2.705235,-0.483188,492.506042,-75984.213279,-1197.885024,-395.081006
82,,,,300.000000,450.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,302.577324,-1087.906700,0.000000,299.999962,-932.599976,0.000000,2.923757,-0.552166,491.804169,-76380.494551,-1267.557301,-346.071861
83,,,,300.000000,450.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,301.733313,-1087.221158,0.000000,299.999962,-932.599976,0.000000,2.658599,-0.466582,491.107605,-75935.638665,-851.261877,-390.385375
84,,,,300.000000,450.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,302.716964,-1086.980228,0.000000,299.999962,-932.599976,0.000000,2.315700,-0.661001,491.300781,-75847.138693,-1334.865473,-482.608050
85,,,,300.000000,450.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,302.156741,-1086.851985,0.000000,299.999962,-932.599976,0.000000,2.506319,-0.821404,491.033997,-75742.980796,-1059.052018,-414.263992
86,,,,300.000000,450.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,301.781458,-1087.233254,0.000000,299.999962,-932.599976,0.000000,2.332931,-0.485132,491.288086,-75969.487286,-875.227985,-444.360833
87,,,,300.000000,450.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,301.986416,-1087.471406,0.000000,299.999962,-932.599976,0.000000,2.551551,-0.888118,490.681549,-75992.553560,-974.716613,-419.193768
88,,,,300.000000,450.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,302.110372,-1086.320503,0.000000,299.999962,-932.599976,0.000000,2.658157,-0.486739,492.072113,-75641.584688,-1038.474103,-390.170737
89,,,,300.000000,450.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,301.969483,-1086.833407,0.000000,299.999962,-932.599976,0.000000,2.392188,-0.179138,490.853027,-75705.946614,-966.745634,-371.162260
90,,,,300.000000,450.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,302.041523,-1086.096042,0.000000,299.999962,-932.599976,0.000000,2.861106,-0.172924,492.672394,-75623.274686,-1005.820642,-448.768677
91,,,,300.000000,450.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,302.074676,-1086.218514,0.000000,299.999962,-932.599976,0.000000,2.372482,-1.083682,492.519897,-75660.186545,-1021.838190,-399.866541
92,,,,300.000000,450.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,301.264312,-1087.300441,0.000000,299.999962,-932.599976,0.000000,2.831910,-0.119358,489.356720,-75703.712386,-618.718238,-385.403899
93,,,,300.000000,450.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,301.379497,-1085.904233,0.000000,299.999962,-932.599976,0.000000,2.610901,-0.491543,491.285767,-75316.199456,-677.745972,-395.171471
94,,,,300.000000,450.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,301.408198,-1086.253638,0.000000,299.999962,-932.599976,0.000000,2.962289,-1.373446,493.374695,-75808.828795,-694.788127,-350.819699
95,,,,300.000000,450.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,302.977976,-1086.402888,0.000000,299.999962,-932.599976,0.000000,2.457331,-0.425310,490.606506,-75456.709454,-1461.033049,-345.780328
96,,,,300.000000,450.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,301.637282,-1086.452874,0.000000,299.999962,-932.599976,0.000000,2.581692,-0.669288,491.724121,-75653.181420,-805.109805,-278.303022
